Name,PredominantDegree,HighestDegree,FundingModel,Region,Geography,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings
Marygrove College,Bachelor's,Graduate,Private,Great Lakes,Large City,0.9378,16,780,25733,8504,6431,16750,28.6800003,20826,25300
Rochester College,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.6567,21,990,26399,5507,4144,14089.5,27.4899998,43866,30300
University of Michigan-Ann Arbor,Bachelor's,Graduate,Public,Great Lakes,Mid-size City,0.3326,30,1352,25760,22051,10509,21000,20.8799992,69630,53400
Michigan State University,Bachelor's,Graduate,Public,Great Lakes,Small City,0.6865,26,1158,23740,14386,10614,22734,20.2000008,78152,46800
Michigan Technological University,Bachelor's,Graduate,Public,Great Lakes,Remote Town,0.7659,27,1206,24724,11415,9142,21812,19.9200001,76868.5,57400
University of Michigan-Dearborn,Bachelor's,Graduate,Public,Great Lakes,Small City,0.6284,25,1125,15831,9628,8640,18750,23.4599991,38952,42900
University of Michigan-Flint,Bachelor's,Graduate,Public,Great Lakes,Mid-size City,0.7809,21,993,16731,7620,7606,21176,25.0699997,38562,36700
Northern Michigan University,Bachelor's,Graduate,Public,Great Lakes,Remote Town,0.7313,22,1030,18466,6506,7442,14601,21.3400002,57707,30800
Northwood University-Michigan,Bachelor's,Graduate,Private,Great Lakes,Small City,0.6538,22,1029,32803,5977,6534,18750,25.4599991,49456,40800
Oakland University,Bachelor's,Graduate,Public,Great Lakes,Large Suburb,0.66,23,1070,19198,7570,8482,18250,22.1900005,56986,37900
Olivet College,Bachelor's,Graduate,Private,Great Lakes,Distant Rural,0.5148,20,927,31515,5069,5258,19000,20.3700008,57515,31000
Kuyper College,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.6842,22,1008,26213,9926,5270,18500,22.25,60731,27300
Saginaw Valley State University,Bachelor's,Graduate,Public,Great Lakes,Fringe Rural,0.7865,21,990,17876,6129,7489,19000,22.3899994,51643,35000
Siena Heights University,Bachelor's,Graduate,Private,Great Lakes,Distant Town,0.6765,21,990,31980,5261,5676,15328,26.8999996,48925,34500
Spring Arbor University,Bachelor's,Graduate,Private,Great Lakes,Small Suburb,0.6505,23,1069,32709,6679,4953,20729,28.6100006,55009.5,34800
Finlandia University,Bachelor's,Bachelor's,Private,Great Lakes,Remote Town,0.5883,20,930,29377,7809,4912,20755,22.3199997,41922.5,25500
Wayne State University,Bachelor's,Graduate,Public,Great Lakes,Large City,0.7624,23,1050,20199,13146,9689,16000,23.4500008,30304.5,36700
Western Michigan University,Bachelor's,Graduate,Public,Great Lakes,Small City,0.8285,22,1030,22483,9354,9016,20875,20.3700008,74325,37900
Augsburg College,Bachelor's,Graduate,Private,Great Plains,Large City,0.6086,23,1053,42531,9476,6868,23000,24.3799992,60818,41300
Bemidji State University,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.6678,21,990,18166,5452,7669,13500,23.0799999,53717,35100
Bethany Lutheran College,Bachelor's,Bachelor's,Private,Great Plains,Small City,0.7458,23,1070,32531,10189,4764,16450,20.0300007,68546.5,31400
Bethel University,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.9485,25,1144,42692,9233,7577,20500,22.4899998,82520,41100
Carleton College,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.2095,31,1406,58275,26533,10669,16644,19.3999996,91175.5,42700
Concordia College at Moorhead,Bachelor's,Graduate,Private,Great Plains,Mid-size Suburb,0.7998,25,1144,39803,10209,4889,24500,19.6800003,84068,39100
Concordia University-Saint Paul,Bachelor's,Graduate,Private,Great Plains,Large City,0.5239,21,991,40267,5381,4358,16667,26.1800003,57993.5,44700
Martin Luther College,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.9617,25,1125,20740,6768,4436,14999,19.8899994,63952,35400
Gustavus Adolphus College,Bachelor's,Bachelor's,Private,Great Plains,Fringe Town,0.6322,27,1224,48422,14254,7179,26000,19.4400005,93107,42400
Hamline University,Bachelor's,Graduate,Private,Great Plains,Large City,0.6557,24,1106,43433,7717,6607,18250,22.7800007,61451,43100
Macalester College,Bachelor's,Bachelor's,Private,Great Plains,Large City,0.3416,31,1350,55393,17781,9450,21996.5,19.3799992,85439.5,38900
Minnesota State University-Mankato,Bachelor's,Graduate,Public,Great Plains,Small City,0.6555,22,1030,17578,5706,8155,15116,20.7999992,71852,38100
University of Minnesota-Twin Cities,Bachelor's,Graduate,Public,Great Plains,Large City,0.4442,28,1270,24278,13003,10892,18822,20.8700008,72908.5,43300
University of Minnesota-Crookston,Bachelor's,Bachelor's,Public,Great Plains,Distant Town,0.6916,22,1004,21549,5804,6497,14370,21.8099995,56026,38000
Minneapolis College of Art and Design,Bachelor's,Graduate,Private,Great Plains,Large City,0.5895,23,1073,41935,12814,6334,21166,20.9799995,77197,27500
University of Minnesota-Duluth,Bachelor's,Graduate,Public,Great Plains,Small City,0.7822,24,1109,22796,6299,7487,18925,20.3400002,83294.5,39900
University of Minnesota-Morris,Bachelor's,Bachelor's,Public,Great Plains,Remote Town,0.5764,26,1168,22853,8451,6597,14768,20.2000008,71476,34500
Minnesota State University-Moorhead,Bachelor's,Graduate,Public,Great Plains,Mid-size Suburb,0.8911,23,1049,18028,6745,7781,15772,21.1000004,64384,34500
North Central University,Bachelor's,Bachelor's,Private,Great Plains,Large City,0.9521,23,1044,28800,5608,7177,19500,20.4200001,60825,28700
University of Northwestern-St Paul,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.6915,25,1126,37803,7118,6078,18636.5,23.3600006,65093,32100
Oak Hills Christian College,Bachelor's,Bachelor's,Private,Great Plains,Remote Town,0.5873,20,930,25300,7682,4095,12000,21.7999992,43608.5,21000
College of Saint Benedict,Bachelor's,Bachelor's,Private,Great Plains,Mid-size Suburb,0.7554,26,1157,47734,10965,8036,23250,19.4500008,94964,45200
Saint Cloud State University,Bachelor's,Graduate,Public,Great Plains,Small City,0.8691,22,1010,17892,6521,8224,15348,21.3899994,66431,38700
Saint Johns University,Bachelor's,Graduate,Private,Great Plains,Fringe Rural,0.7516,26,1155,46397,12673,7899,23150,19.5499992,99495,51100
Saint Mary's University of Minnesota,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.7485,23,1068,38470,5196,6585,18054,22.9400005,75332,39300
St Olaf College,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.5919,29,1290,50550,16054,8527,25000,19.4400005,98006,40200
Crown College,Bachelor's,Graduate,Private,Great Plains,Fringe Rural,0.55,21,983,34574,3243,4584,14625,26.2399998,53587.5,30000
The College of Saint Scholastica,Bachelor's,Graduate,Private,Great Plains,Small City,0.7265,24,1085,40685,7878,6904,19310.5,24.0599995,63879,46300
University of St Thomas,Bachelor's,Graduate,Private,Great Plains,Large City,0.8617,26,1165,48421,12539,9892,22250,20.1200008,96397,48100
St Catherine University,Bachelor's,Graduate,Private,Great Plains,Large City,0.6089,23,1051,43356,9805,6737,22697,25.2600002,52083.5,43700
Southwest Minnesota State University,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.6546,22,1010,19109,5187,8030,15750,21.8500004,56016,34900
Winona State University,Bachelor's,Graduate,Public,Great Plains,Distant Town,0.6075,23,1070,20449,6161,7570,18288,20.7099991,80304,39000
Alcorn State University,Bachelor's,Graduate,Public,Southeast,Remote Rural,0.8291,18,851,20330,7261,6431,19696.5,22.8299999,21250,26200
Belhaven University,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.4842,22,1033,33375,4341,4327,19500,29.3899994,36084,33100
Blue Mountain College,Bachelor's,Graduate,Private,Southeast,Distant Rural,0.5573,22,1007,16926,6650,4550,12750,24.4500008,34940,28400
Delta State University,Bachelor's,Graduate,Public,Southeast,Remote Town,0.8941,20,950,17749,7987,5908,12500,22.9300003,25297.5,32000
Jackson State University,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.6464,19,910,18724,8323,6761,23750,23.1399994,21113,26000
Millsaps College,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.4745,26,1159,44435,13004,6984,21750,20.1599999,65693,38900
University of Mississippi,Bachelor's,Graduate,Public,Southeast,Remote Town,0.5936,24,1100,21526,9350,8409,15750,22.1499996,46826.5,37900
Mississippi University for Women,Bachelor's,Graduate,Public,Southeast,Remote Town,0.4349,21,995,15935,6017,5914,14000,24.1299992,26756,31400
Mississippi Valley State University,Bachelor's,Graduate,Public,Southeast,Remote Town,0.2272,17,825,17758,8408,5621,20969,23.6399994,17447,21000
Mississippi College,Bachelor's,Graduate,Private,Southeast,Large Suburb,0.673,24,1098,25976,8024,7079,16625,23.5699997,37912,35800
Mississippi State University,Bachelor's,Graduate,Public,Southeast,Remote Town,0.6482,24,1106,20796,6989,7852,15500,21.8099995,41243.5,36800
Pearl River Community College,Associate,Associate,Public,Southeast,Remote Rural,0.8566,21,970,5285,8104,6333,5500,23.9899998,17254.5,25500
Rust College,Bachelor's,Bachelor's,Private,Southeast,Distant Town,0.1386,14,666,14466,4684,4521,9000,20.9200001,19293,20600
University of Southern Mississippi,Bachelor's,Graduate,Public,Southeast,Small City,0.6631,24,1082,18781,7858,7109,16600,22.6399994,29062,33200
Tougaloo College,Bachelor's,Bachelor's,Private,Southeast,Mid-size City,0.3551,18,864,20179,5739,4683,23537,20.4400005,24466,23500
William Carey University,Bachelor's,Graduate,Private,Southeast,Small City,0.4877,24,1105,23962,6338,5888,18375,24.5200005,25265,32500
Avila University,Bachelor's,Graduate,Private,Great Plains,Large City,0.6108,22,1028,34898,6943,6747,18750,23.7600002,53028,39500
Calvary Bible College and Theological Seminary,Bachelor's,Graduate,Private,Great Plains,Large City,0.8696,22,1033,18781,5698,3907,15000,25.3199997,35748,30500
Central Methodist University-College of Liberal Arts and Sciences,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.6506,22,1006,32000,9279,5697,12580,24.2900009,44654,31500
University of Central Missouri,Bachelor's,Graduate,Public,Great Plains,Distant Town,0.8083,21,990,18355,7801,6867,15296,21.7900009,56271,33100
Cottey College,Associate,Bachelor's,Private,Great Plains,Remote Town,0.7063,22,1021,26065,19770,6393,11781.5,19.4799995,66420.5,26100
Culver-Stockton College,Bachelor's,Bachelor's,Private,Great Plains,Remote Rural,0.5926,21,972,33741,6916,5609,15500,20.8999996,59583,33100
Drury University,Bachelor's,Graduate,Private,Great Plains,Mid-size City,0.8095,25,1146,32556,6799,7024,16000,26.1599999,31562.5,29300
Evangel University,Bachelor's,Graduate,Private,Great Plains,Mid-size City,0.6425,23,1046,30988,6543,6433,16000,21.5799999,58776,32400
Fontbonne University,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.6524,23,1070,30833,8770,6008,25000,27.4400005,45291,38100
Hannibal-LaGrange University,Bachelor's,Graduate,Private,Great Plains,Remote Town,0.6814,22,1029,27560,4224,5168,13750,24.2099991,49635,31300
Kansas City Art Institute,Bachelor's,Bachelor's,Private,Great Plains,Large City,0.643,24,1073,45824,9820,6008,24000,20.5900002,67036,25200
Lindenwood University,Bachelor's,Graduate,Private,Great Plains,Small City,0.6629,23,1045,30193,3942,6787,20500,23.9300003,62127,35400
Maryville University of Saint Louis,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.7611,25,1142,37968,6897,7411,19909,23.8600006,65418,43200
Missouri Baptist University,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.6095,22,1001,30542,4293,5248,15807,23.5300007,50739.5,31800
Missouri Southern State University,Bachelor's,Graduate,Public,Great Plains,Small City,0.9728,21,990,14143,5819,6592,11500,24.2299995,32426,30500
Missouri Valley College,Bachelor's,Graduate,Private,Great Plains,Remote Town,0.2218,20,920,28754,3545,4635,10500,20.7000008,49223.5,31000
University of Missouri-Columbia,Bachelor's,Graduate,Public,Great Plains,Mid-size City,0.7861,26,1165,22387,10752,8788,17500,20.2800007,80508.5,41200
University of Missouri-Kansas City,Bachelor's,Graduate,Public,Great Plains,Large City,0.33,24,1105,23437,15048,8305,15750,23.3099995,40642,41300
Missouri University of Science and Technology,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.8215,28,1263,22102,13510,9931,18843,20.4500008,71244,61200
University of Missouri-St Louis,Bachelor's,Graduate,Public,Great Plains,Large Suburb,0.7419,24,1090,22474,8703,8195,18223,24.0100002,37821,37500
Truman State University,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.7219,28,1243,19689,8626,7038,17500,19.6499996,80910,38000
Northwest Missouri State University,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.7241,23,1050,17005,7623,6501,14815,20.3199997,62365.5,34400
Rockhurst University,Bachelor's,Graduate,Private,Great Plains,Large City,0.7543,26,1164,40582,7167,6863,14684,22.0200005,73905.5,43400
Saint Louis University,Bachelor's,Graduate,Private,Great Plains,Large City,0.6443,28,1237,52413,16641,10028,20500,20.8700008,87461,48100
Saint Louis Christian College,Bachelor's,Bachelor's,Private,Great Plains,Large Suburb,0.9886,21,970,28581,6254,3587,18460,27,44069.5,27600
Southwest Baptist University,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.9022,23,1062,28948,5310,5605,14250,23.5499992,45779.5,30300
Stephens College,Bachelor's,Graduate,Private,Great Plains,Mid-size City,0.6756,23,1047,41309,8833,5017,16416,22.8199997,58312,29800
Southeast Missouri State University,Bachelor's,Graduate,Public,Great Plains,Small City,0.8546,23,1049,17093,6354,6747,14000,22.6100006,47781,32500
Missouri State University-Springfield,Bachelor's,Graduate,Public,Great Plains,Mid-size City,0.851,24,1090,19117,6697,7135,15000,21.5799999,57869.5,34100
Washington University in St Louis,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.1555,33,1474,62594,97613,13286,19500,21.3899994,77947.5,58300
Webster University,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.5806,24,1107,37363,6648,8068,20500,24.0300007,61052,37400
Westminster College,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.719,24,1090,33354,5656,5781,20000,19.9099999,64767,35400
William Jewell College,Bachelor's,Bachelor's,Private,Great Plains,Large Suburb,0.5778,25,1146,42688,9378,6077,19500,21.4400005,75990.5,40500
William Woods University,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.7514,23,1047,33016,6016,5301,15985,24.2199993,58119,32500
Carroll College,Bachelor's,Bachelor's,Private,Rocky Mountains,Remote Town,0.53,24,1112,38575,7125,6312,21500,20.6499996,68497,37800
Montana Tech of the University of Montana,Bachelor's,Graduate,Public,Rocky Mountains,Remote Town,0.8891,24,1115,16434,9014,6354,11117,25.0699997,33463,36000
Montana State University,Bachelor's,Graduate,Public,Rocky Mountains,Remote Town,0.8449,24,1115,18486,7209,8068,14465,21.6100006,49742,35600
The University of Montana,Bachelor's,Graduate,Public,Rocky Mountains,Small City,0.9423,24,1090,17440,7041,9948,15259.5,23.0400009,36634,30900
Montana State University-Northern,Bachelor's,Graduate,Public,Rocky Mountains,Remote Town,1,20,925,17290,7935,5164,10500,24.9799995,30602,32400
Rocky Mountain College,Bachelor's,Graduate,Private,Rocky Mountains,Mid-size City,0.6683,22,1024,32987,6433,5787,16625,22.3799992,52101,33000
Clarkson College,Bachelor's,Graduate,Private,Great Plains,Large City,0.6056,24,1110,22322,9266,5474,21906.5,24.4899998,60085.5,45300
Bryan College of Health Sciences,Bachelor's,Graduate,Private,Great Plains,Large City,0.7167,23,1070,26429,13430,5510,22000,26.2299995,49522,45600
Concordia University-Nebraska,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.7152,24,1091,33226,5404,6086,18225,20.0900002,68665,33700
Creighton University,Bachelor's,Graduate,Private,Great Plains,Large City,0.7665,27,1214,46248,13789,9081,21500,20.8099995,80669.5,51200
Doane College-Crete,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.7173,24,1077,36370,10167,5902,18624,22.6000004,56267,40300
Grace University,Bachelor's,Graduate,Private,Great Plains,Large City,0.5846,22,995,27873,9292,5045,12000,23.5,49345.5,29100
Hastings College,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.7364,24,1083,35673,7894,6292,20500,19.8400002,72062,38500
University of Nebraska at Kearney,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.8486,23,1049,19212,7552,7013,13496.5,20.9799995,55165.5,36000
Nebraska Methodist College of Nursing & Allied Health,Bachelor's,Graduate,Private,Great Plains,Large City,0.3333,23,1070,23987,9227,5994,22683.5,24.7700005,48876,46700
Midland University,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.6832,21,970,36214,4625,5733,11500,20.7099991,64320,35400
University of Nebraska at Omaha,Bachelor's,Graduate,Public,Great Plains,Large City,0.7078,23,1070,16860,7900,7860,13631,21.6700001,57671,38300
Nebraska Wesleyan University,Bachelor's,Graduate,Private,Great Plains,Large City,0.7689,24,1109,36429,6896,6285,19500,20.8799992,74606,40800
University of Nebraska-Lincoln,Bachelor's,Graduate,Public,Great Plains,Large City,0.6404,25,1147,21024,10583,10085,15799,20.2800007,72140.5,39200
College of Saint Mary,Bachelor's,Graduate,Private,Great Plains,Large City,0.5701,23,1070,36592,6776,5984,20500,26.25,35766,36300
Union College,Bachelor's,Graduate,Private,Great Plains,Large City,0.5229,23,1050,30383,9339,5335,16937.5,21.0900002,49856,34400
York College,Bachelor's,Bachelor's,Private,Great Plains,Remote Town,0.489,20,924,26127,5385,4936,16651,20.0300007,60482,31300
University of Nevada-Las Vegas,Bachelor's,Graduate,Public,Far West,Mid-size City,0.8512,22,1003,17478,8741,9986,12608,22.7999992,36398.5,38800
University of Nevada-Reno,Bachelor's,Graduate,Public,Far West,Mid-size City,0.8396,24,1081,21398,14946,9233,12000,23.0599995,45534,41800
Daniel Webster College,Bachelor's,Graduate,Private For-Profit,New England,Small City,0.5992,19,962,27321,17386,5077,12500,21.5499992,74352,45600
