Sex,Age,Height,Weight,Year,Season,HostCity,Sport,MedalType,AthleteCountry,HostRegion,AthleteRegion,SportType
F,18,161,60,1968,Winter,others,Skiing,Silver,France,Europe,Europe,Snow
F,33,177,75,1996,Summer,Atlanta,Rowing,Gold,Romania,North America,Europe,Boat
M,24,172,64,1932,Summer,Los Angeles,Gymnastics,Bronze,Finland,North America,Europe,Acrobatic
F,25,169,55,2008,Summer,Beijing,Others,Gold,Russia,Asia,Europe,Acrobatic
M,21,190,91,1932,Winter,others,Hockey,Gold,Canada,North America,North America,Ice
M,28,183,74,1972,Summer,Munich,Others,Bronze,Austria,Europe,Europe,Target
M,40,176,72,1960,Summer,Roma,Canoeing,Gold,Sweden,Europe,Europe,Boat
M,30,164,64,1972,Winter,others,Skiing,Gold,Russia,Asia,Europe,Snow
M,18,187,73,2016,Summer,Rio de Janeiro,Cycling,Bronze,Denmark,South America,Europe,Others
F,22,160,48,2000,Summer,Sydney,Others,Gold,China,Oceania,Asia,Water
M,21,192,85,1992,Summer,Barcelona,Rowing,Silver,Germany,Europe,Europe,Boat
M,28,184,84,2012,Summer,London,Swimming,Silver,Japan,Europe,Asia,Water
F,38,162,63,2002,Winter,Salt Lake City,Hockey,Bronze,Sweden,North America,Europe,Ice
M,28,184,92,2004,Summer,Athina,Canoeing,Gold,Germany,Europe,Europe,Boat
M,28,183,81,2016,Summer,Rio de Janeiro,Hockey,Bronze,Germany,South America,Europe,Ball
M,24,178,65,1998,Winter,Nagano,MultiSport Race,Silver,Norway,Asia,Europe,Race
M,36,200,102,2008,Summer,Beijing,Rowing,Silver,Italy,Asia,Europe,Boat
M,32,184,66,1968,Summer,Mexico City,Equestrianism,Gold,Germany,North America,Europe,Others
M,24,181,87,1960,Summer,Roma,Wrestling,Bronze,Russia,Europe,Europe,Combat
M,29,180,76,1956,Summer,Melbourne,Hockey,Bronze,Germany,Oceania,Europe,Ball
M,30,197,93,1992,Summer,Barcelona,Rowing,Gold,Romania,Europe,Europe,Boat
F,25,169,71,1972,Summer,Munich,Track&Field,Gold,Germany,Europe,Europe,Race
M,27,194,98,2016,Summer,Rio de Janeiro,Rowing,Silver,Australia,South America,Oceania,Boat
M,24,183,114,1976,Summer,Montreal,Wrestling,Bronze,Romania,North America,Europe,Combat
M,25,186,85,2010,Winter,Vancouver,Hockey,Bronze,Finland,North America,Europe,Ice
M,25,194,89,2000,Summer,Sydney,Rowing,Bronze,Australia,Oceania,Oceania,Boat
F,21,147,47,2016,Summer,Rio de Janeiro,Others,Silver,Others,South America,Asia,Others
F,16,152,39,1988,Summer,Seoul,Gymnastics,Gold,Russia,Asia,Europe,Acrobatic
M,27,182,85,2002,Winter,Salt Lake City,Skating,Bronze,Norway,North America,Europe,Ice
F,27,181,75,1988,Summer,Seoul,Rowing,Gold,Germany,Asia,Europe,Boat
M,23,183,83,1964,Summer,Tokyo,Water Polo,Gold,Hungary,Asia,Europe,Water
F,24,168,65,1988,Summer,Seoul,Cycling,Gold,Netherlands,Asia,Europe,Others
M,28,193,92,1996,Summer,Atlanta,Basketball,Bronze,Others,North America,Europe,Ball
F,25,174,65,1996,Summer,Atlanta,Swimming,Silver,Australia,North America,Oceania,Water
M,24,186,77,2016,Summer,Rio de Janeiro,Track&Field,Silver,France,South America,Europe,Race
M,30,180,82,1964,Winter,Innsbruck,Hockey,Bronze,Czech Republic,Europe,Europe,Ice
M,29,198,130,2012,Summer,London,Wrestling,Gold,Cuba,Europe,North America,Combat
M,21,178,63,2008,Summer,Beijing,Track&Field,Gold,Russia,Asia,Europe,Race
F,24,172,50,2008,Summer,Beijing,Gymnastics,Silver,China,Asia,Asia,Acrobatic
M,24,182,77,1908,Summer,London,Track&Field,Bronze,Canada,Europe,North America,Race
M,24,188,76,1988,Summer,Seoul,Cycling,Silver,Germany,Asia,Europe,Others
M,25,190,86,1996,Summer,Atlanta,Swimming,Silver,Russia,North America,Europe,Water
M,37,180,78,2014,Winter,Sochi,MultiSport Race,Bronze,Austria,Europe,Europe,Race
F,25,175,67,1980,Summer,Moskva,Rowing,Bronze,Romania,Europe,Europe,Boat
F,25,176,70,1964,Summer,Tokyo,Volleyball,Bronze,Poland,Asia,Europe,Ball
M,21,182,83,1984,Summer,Los Angeles,Canoeing,Gold,Canada,North America,North America,Boat
M,23,189,88,1964,Summer,Tokyo,Rowing,Gold,Germany,Asia,Europe,Boat
F,26,163,61,1998,Winter,Nagano,Skating,Bronze,Canada,Asia,North America,Ice
M,25,174,70,2004,Summer,Athina,Others,Bronze,Australia,Europe,Oceania,Water
M,24,183,83,1992,Winter,Albertville,Hockey,Gold,Russia,Europe,Europe,Ice
M,27,191,87,1996,Summer,Atlanta,Hockey,Bronze,Australia,North America,Oceania,Ball
M,30,182,108,1960,Summer,Roma,Wrestling,Bronze,Russia,Europe,Europe,Combat
F,28,162,58,2002,Winter,Salt Lake City,Skating,Silver,Germany,North America,Europe,Ice
M,29,185,85,1994,Winter,Lillehammer,Skiing,Silver,Others,Europe,Asia,Snow
M,21,173,78,1968,Winter,others,Skiing,Gold,Russia,Europe,Europe,Snow
M,23,175,72,1956,Winter,others,Hockey,Bronze,Canada,Europe,North America,Ice
M,27,178,70,1972,Winter,others,MultiSport Race,Silver,Germany,Asia,Europe,Race
F,19,158,53,1988,Winter,Calgary,Skiing,Silver,Serbia,North America,Europe,Snow
M,31,194,96,1980,Summer,Moskva,Handball,Bronze,Romania,Europe,Europe,Ball
M,23,175,76,1996,Summer,Atlanta,Football,Silver,Argentina,North America,South America,Ball
M,27,184,84,1998,Winter,Nagano,Hockey,Bronze,Finland,Asia,Europe,Ice
M,20,181,76,1988,Summer,Seoul,Hockey,Silver,Germany,Asia,Europe,Ball
M,18,180,73,1980,Summer,Moskva,Others,Gold,Russia,Europe,Europe,Water
M,22,190,78,1992,Summer,Barcelona,Water Polo,Silver,Spain,Europe,Europe,Water
M,35,192,91,2000,Summer,Sydney,Rowing,Silver,Australia,Oceania,Oceania,Boat
M,23,187,86,2008,Summer,Beijing,Football,Bronze,Brazil,Asia,South America,Ball
M,22,160,58,2000,Summer,Sydney,Gymnastics,Silver,Russia,Oceania,Europe,Acrobatic
M,21,194,85,1984,Summer,Los Angeles,Handball,Silver,Germany,North America,Europe,Ball
M,21,187,90,1932,Summer,Los Angeles,Rowing,Silver,Poland,North America,Europe,Boat
F,22,173,57,2012,Summer,London,Others,Gold,Russia,Europe,Europe,Acrobatic
F,24,152,60,1988,Summer,Seoul,Equestrianism,Bronze,Canada,Asia,North America,Others
F,24,183,82,2012,Summer,London,Water Polo,Bronze,Australia,Europe,Oceania,Water
F,27,185,76,2004,Summer,Athina,Rowing,Gold,Germany,Europe,Europe,Boat
F,30,172,70,1980,Summer,Moskva,Handball,Gold,Russia,Europe,Europe,Ball
M,22,175,60,2012,Summer,London,Boxing,Bronze,Cuba,Europe,North America,Combat
F,27,180,69,2004,Summer,Athina,Rowing,Bronze,Netherlands,Europe,Europe,Boat
M,23,190,111,1964,Summer,Tokyo,Judo,Silver,Canada,Asia,North America,Combat
F,16,170,64,1972,Summer,Munich,Swimming,Bronze,Germany,Europe,Europe,Water
M,25,175,70,1980,Summer,Moskva,Football,Gold,Czech Republic,Europe,Europe,Ball
M,30,192,85,2008,Summer,Beijing,Others,Bronze,China,Asia,Asia,Ball
M,48,184,66,1984,Summer,Los Angeles,Equestrianism,Gold,Germany,North America,Europe,Others
M,28,190,95,1980,Summer,Moskva,Boxing,Gold,Cuba,Europe,North America,Combat
M,23,176,68,1980,Summer,Moskva,Swimming,Bronze,Germany,Europe,Europe,Water
M,33,186,84,1968,Summer,Mexico City,Water Polo,Bronze,Hungary,North America,Europe,Water
F,28,179,78,2004,Summer,Athina,Judo,Bronze,Italy,Europe,Europe,Combat
M,23,179,75,1994,Winter,Lillehammer,MultiSport Race,Gold,Germany,Europe,Europe,Race
F,18,165,57,1996,Summer,Atlanta,Others,Bronze,Japan,North America,Asia,Acrobatic
M,23,172,66,1964,Summer,Tokyo,Football,Gold,Hungary,Asia,Europe,Ball
F,25,162,52,2006,Winter,Torino,Skiing,Silver,Germany,Europe,Europe,Snow
M,28,176,70,1992,Winter,Albertville,Skating,Bronze,Russia,Europe,Europe,Ice
M,23,192,89,1992,Summer,Barcelona,Handball,Silver,Sweden,Europe,Europe,Ball
M,22,190,76,2008,Summer,Beijing,Volleyball,Silver,Brazil,Asia,South America,Ball
F,32,169,60,1998,Winter,Nagano,Others,Bronze,Sweden,Asia,Europe,Ice
M,31,183,88,1976,Summer,Montreal,Water Polo,Gold,Hungary,North America,Europe,Water
M,29,180,74,1980,Summer,Moskva,Fencing,Gold,France,Europe,Europe,Combat
M,22,176,73,1928,Summer,others,Football,Silver,Argentina,Europe,South America,Ball
M,29,170,57,1992,Summer,Barcelona,Wrestling,Silver,Others,Europe,Asia,Combat
M,24,178,66,1932,Summer,Los Angeles,Track&Field,Silver,Canada,North America,North America,Race
M,23,190,92,1994,Winter,Lillehammer,Skating,Bronze,Netherlands,Europe,Europe,Ice
F,23,174,62,2008,Summer,Beijing,Track&Field,Silver,Russia,Asia,Europe,Race
M,23,178,83,2012,Summer,London,Hockey,Silver,Netherlands,Europe,Europe,Ball
M,42,179,73,1996,Summer,Atlanta,Equestrianism,Bronze,Brazil,North America,South America,Others
M,24,186,95,1988,Winter,Calgary,Skating,Bronze,Russia,North America,Europe,Ice
M,25,170,65,1956,Summer,Melbourne,Track&Field,Bronze,Australia,Oceania,Oceania,Race
M,27,183,81,1996,Summer,Atlanta,Track&Field,Silver,Others,North America,Africa,Race
M,21,163,58,2004,Summer,Athina,Gymnastics,Gold,Japan,Europe,Asia,Acrobatic
M,21,177,68,1964,Summer,Tokyo,Swimming,Bronze,Australia,Asia,Oceania,Water
F,29,177,73,2008,Summer,Beijing,Others,Gold,Japan,Asia,Asia,Ball
F,20,165,54,2008,Summer,Beijing,Others,Bronze,China,Asia,Asia,Ball
M,22,182,85,1994,Winter,Lillehammer,Hockey,Bronze,Finland,Europe,Europe,Ice
M,33,191,100,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
F,26,174,65,2004,Summer,Athina,Canoeing,Gold,Germany,Europe,Europe,Boat
M,40,175,67,2004,Summer,Athina,Others,Gold,Others,Europe,Asia,Target
F,25,171,60,2004,Summer,Athina,Track&Field,Silver,Russia,Europe,Europe,Race
M,24,175,64,1996,Summer,Atlanta,Track&Field,Gold,Canada,North America,North America,Race
M,30,173,68,1976,Summer,Montreal,Cycling,Bronze,Denmark,North America,Europe,Others
F,23,164,55,1968,Summer,Mexico City,Gymnastics,Silver,Czech Republic,North America,Europe,Acrobatic
M,28,183,79,2014,Winter,Sochi,Others,Bronze,Sweden,Europe,Europe,Ice
M,19,185,84,1988,Summer,Seoul,Others,Silver,Serbia,Asia,Europe,Ball
M,23,182,86,2012,Summer,London,Canoeing,Gold,Germany,Europe,Europe,Boat
M,22,165,56,1984,Summer,Los Angeles,Cycling,Bronze,Others,North America,North America,Others
M,17,173,73,1976,Summer,Montreal,Hockey,Bronze,Others,North America,Asia,Ball
M,26,182,78,2000,Summer,Sydney,Fencing,Gold,Russia,Oceania,Europe,Combat
M,23,175,69,1988,Summer,Seoul,MultiSport Race,Gold,Hungary,Asia,Europe,Race
M,24,182,90,2000,Summer,Sydney,Others,Silver,Denmark,Oceania,Europe,Target
M,26,173,90,1984,Summer,Los Angeles,Others,Silver,Romania,North America,Europe,Others
F,16,179,72,1996,Summer,Atlanta,Swimming,Bronze,Australia,North America,Oceania,Water
M,20,185,84,1994,Winter,Lillehammer,Hockey,Silver,Canada,Europe,North America,Ice
M,27,186,82,1980,Summer,Moskva,Canoeing,Gold,Hungary,Europe,Europe,Boat
M,27,185,79,1980,Winter,others,Hockey,Silver,Russia,North America,Europe,Ice
F,29,191,75,2004,Summer,Athina,Volleyball,Silver,Russia,Europe,Europe,Ball
M,20,185,88,1980,Winter,others,Skating,Bronze,Norway,North America,Europe,Ice
M,23,201,101,1996,Summer,Atlanta,Rowing,Gold,Germany,North America,Europe,Boat
M,30,189,89,2016,Summer,Rio de Janeiro,Rowing,Gold,New Zealand,South America,Oceania,Boat
F,24,175,66,2008,Summer,Beijing,Handball,Gold,Norway,Asia,Europe,Ball
M,22,170,63,1988,Summer,Seoul,Football,Gold,Russia,Asia,Europe,Ball
M,26,176,72,2012,Summer,London,Hockey,Gold,Germany,Europe,Europe,Ball
M,30,177,68,1996,Summer,Atlanta,Cycling,Silver,Canada,North America,North America,Others
F,27,160,52,2010,Winter,Vancouver,Skiing,Silver,China,North America,Asia,Snow
M,21,183,80,2004,Summer,Athina,Others,Bronze,Others,Europe,Asia,Combat
M,19,182,75,2004,Summer,Athina,Fencing,Bronze,Russia,Europe,Europe,Combat
F,32,165,68,1998,Winter,Nagano,Others,Gold,Canada,Asia,North America,Ice
M,24,186,93,1976,Summer,Montreal,Wrestling,Bronze,Romania,North America,Europe,Combat
F,22,177,72,1968,Summer,Mexico City,Volleyball,Bronze,Poland,North America,Europe,Ball
M,34,179,78,1972,Summer,Munich,Fencing,Silver,Russia,Europe,Europe,Combat
F,22,170,62,2012,Summer,London,Others,Silver,China,Europe,Asia,Target
M,30,182,88,2010,Winter,Vancouver,Skiing,Silver,Croatia,North America,Europe,Snow
F,20,180,79,1984,Summer,Los Angeles,Rowing,Silver,Canada,North America,North America,Boat
F,22,180,91,1988,Summer,Seoul,Track&Field,Silver,Germany,Asia,Europe,Race
M,31,191,92,2006,Winter,Torino,Hockey,Gold,Sweden,Europe,Europe,Ice
M,30,170,66,1964,Summer,Tokyo,Canoeing,Bronze,Denmark,Asia,Europe,Boat
M,36,184,81,2004,Summer,Athina,Volleyball,Gold,Brazil,Europe,South America,Ball
F,23,166,59,1984,Summer,Los Angeles,Handball,Gold,Serbia,North America,Europe,Ball
M,21,191,80,1996,Summer,Atlanta,Track&Field,Silver,Germany,North America,Europe,Race
M,23,175,73,1972,Summer,Munich,Cycling,Gold,Germany,Europe,Europe,Others
M,25,172,66,1972,Summer,Munich,Football,Bronze,Russia,Europe,Europe,Ball
M,25,168,60,2008,Summer,Beijing,Wrestling,Bronze,Others,Asia,Asia,Combat
M,25,191,91,2012,Summer,London,Boxing,Gold,Ukraine,Europe,Europe,Combat
M,23,195,97,2002,Winter,Salt Lake City,Hockey,Bronze,Russia,North America,Europe,Ice
F,22,170,68,2008,Summer,Beijing,Canoeing,Silver,Poland,Asia,Europe,Boat
M,24,168,74,1972,Summer,Munich,Wrestling,Bronze,Italy,Europe,Europe,Combat
M,24,196,102,2000,Summer,Sydney,Water Polo,Gold,Hungary,Oceania,Europe,Water
