state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPo
34,5,49020,MountLaureltownship,2,0.03,0.39,0.12,0.86,0.16,0.03,0.28,0.44,0.21,0.31,0.04,0.93,0.65,0.8,0.18,0.69,0.27,0.05,0.39,0.64,0.62,0.6,0.55,0.44,0.79,0.26,0.58,0,0.04,0.09,0.15,0.6,0.1,0.74,0.31,0.43,0.15,0.69,0.35,0.33,0.4,0.39,0.42,0.83,0.84,0.93,0.67,0.43,0.54,0,0.05,0.01,0.21,0.18,0.26,0.29,0.07,0.05,0.07,0.07,0.89,0.03,0.14,0.14,0.42,0.43,0.27,0.83,0.03,0.51,0.5,0.04,0.77,0.81,0.07,0.24,0.92,0.02,0.11,0.36,0.37,0.37,0.73,0.65,0.66,0.7,0.38,0.53,0.47,0,0,0.14,0.36,0.43,0.46,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.06,0.12,0.2,?,?,?,?,0,?,0.04
25,17,5070,Belmonttown,2,0.02,0.39,0.02,0.94,0.2,0.02,0.24,0.4,0.22,0.58,0.04,1,0.69,0.57,0.13,0.83,0.56,0.11,0.58,0.69,0.75,0.73,0.56,0.35,0.46,0.52,0.58,0.01,0.08,0.1,0.12,0.9,0.2,0.54,0.25,0.93,0.07,0.95,0.17,0.53,0.23,0.22,0.43,0.82,0.84,0.93,0.75,0.31,0.38,0,0.03,0.02,0.5,0.44,0.47,0.45,0.43,0.34,0.32,0.28,0.72,0.12,0.18,0.16,0.41,0.5,0.3,0.56,0.03,0.44,0.5,0.01,0.91,0.51,0.08,0.39,0,0.02,0.07,0.84,0.85,0.86,0.77,0.81,0.93,0.83,0.38,0.41,0.47,0,0,0.36,0.62,0.76,0.72,0.63,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.44,0.74,?,?,?,?,0,?,0.02
29,?,?,Arnoldcity,2,0.01,0.53,0,0.99,0.02,0.01,0.45,0.52,0.33,0.25,0.03,1,0.37,0.71,0.28,0.42,0.36,0.12,0.41,0.33,0.26,0.24,0.16,0.15,0.45,0.22,0.33,0.01,0.13,0.45,0.49,0.13,0.34,0.63,0.44,0.29,0.5,0.26,0.48,0.31,0.51,0.51,0.52,0.69,0.69,0.76,0.62,0.65,0.67,0,0.06,0,0.15,0.11,0.09,0.08,0.01,0,0,0,0.98,0.02,0.21,0.23,0.58,0.56,0.55,0.76,0.11,0.39,0.5,0.02,0.83,0.76,0.02,0.35,0.6,0.15,0.2,0.14,0.12,0.1,0.31,0.3,0.3,0.34,0.42,0.21,0.25,0,0,0.01,0.84,0.66,0.59,0.83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.14,0.04,?,?,?,?,0,?,0.16
34,7,26760,Gloucestertownship,2,0.07,0.57,0.12,0.87,0.12,0.03,0.42,0.5,0.29,0.25,0.08,0.98,0.49,0.78,0.19,0.48,0.31,0.16,0.39,0.47,0.35,0.34,0.39,0.23,0.38,0.47,0.41,0.02,0.07,0.19,0.31,0.29,0.3,0.65,0.3,0.39,0.32,0.42,0.4,0.4,0.44,0.43,0.63,0.75,0.76,0.83,0.73,0.49,0.49,0.02,0.19,0.01,0.25,0.28,0.32,0.38,0.06,0.06,0.06,0.06,0.91,0.04,0.28,0.28,0.61,0.71,0.28,0.78,0.08,0.36,0.5,0.07,0.73,0.71,0.41,0.83,0.69,0.07,0.15,0.24,0.23,0.23,0.47,0.43,0.44,0.44,0.38,0.59,0.63,0.04,0,0.09,0.43,0.63,0.71,0.68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07,0.19,0.36,?,?,?,?,0,?,0.12
34,17,3580,Bayonnecity,2,0.08,0.32,0.09,0.86,0.11,0.17,0.3,0.41,0.25,0.65,0.1,1,0.34,0.41,0.12,0.53,0.68,0.26,0.7,0.4,0.38,0.38,0.21,0.39,0.31,0.33,0.41,0.05,0.22,0.39,0.52,0.25,0.35,0.43,0.35,0.3,0.43,0.38,0.36,0.53,0.36,0.38,0.44,0.58,0.62,0.74,0.5,0.24,0.41,0.03,0.2,0.05,0.26,0.32,0.37,0.4,0.22,0.23,0.25,0.25,0.63,0.24,0.21,0.18,0.36,0.47,0.34,0.27,0.14,0.67,0,0.06,0.84,0.25,0.29,0.57,0.02,0.16,0.25,0.4,0.43,0.42,0.29,0.35,0.45,0.35,0.26,0.49,0.61,0,0.01,0.36,0.75,0.83,0.9,0.81,0.02,0.26,0.97,0.32,0.03,0.2,0.25,0.26,0.88,0.93,0.05,0.06,0,0.05,0.03,0.57,0.12,0.01,0.91,0.96,0.04,0.03,0.79,0,0.49,0.23,0.2
39,151,12000,Cantoncity,2,0.12,0.37,0.35,0.71,0.02,0.02,0.4,0.46,0.3,0.53,0.13,1,0.14,0.32,0.1,0.33,0.6,0.72,0.63,0.17,0.17,0.18,0.19,0.09,0.28,0.21,0.49,0.16,0.58,0.36,0.58,0.14,0.77,0.25,0.59,0.36,0.66,0.25,0.71,0.44,0.72,0.75,0.46,0.35,0.38,0.33,0.39,0.33,0.27,0.09,0.42,0.01,0.17,0.15,0.16,0.17,0.03,0.02,0.02,0.02,0.91,0.05,0.28,0.23,0.37,0.4,0.36,0.49,0.07,0.5,0.5,0.16,0.66,0.48,0.31,0.54,0.08,0.42,0.24,0.04,0.03,0.04,0.1,0.14,0.14,0.13,0.51,0.18,0.32,0.02,0,0.06,0.82,0.64,0.89,0.86,0.02,0.18,0.97,0.21,0.03,0.14,0.25,0.18,0.95,0.72,0.42,0.02,0,0.3,0.05,0.5,0.14,0.06,0.35,0.14,0.07,0.02,0.66,0,0.93,0.12,0.51
34,35,53280,NorthPlainfieldborough,2,0.01,0.39,0.1,0.79,0.2,0.22,0.28,0.47,0.23,0.41,0.03,1,0.5,0.71,0.24,0.64,0.39,0.13,0.41,0.54,0.48,0.48,0.44,0.24,0.4,0.32,0.4,0.01,0.08,0.26,0.27,0.45,0.19,0.7,0.45,0.43,0.34,0.49,0.4,0.47,0.41,0.42,0.47,0.73,0.76,0.87,0.63,0.55,0.59,0.01,0.17,0.02,0.24,0.31,0.48,0.52,0.24,0.28,0.39,0.38,0.63,0.24,0.26,0.23,0.42,0.52,0.32,0.54,0.18,0.57,0,0.02,0.78,0.5,0.02,0.53,0.25,0.1,0.13,0.46,0.41,0.36,0.64,0.6,0.64,0.6,0.45,0.62,0.86,0.01,0,0.43,0.6,0.61,0.45,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.56,0.28,?,?,?,?,0,?,0.18
36,63,51055,NiagaraFallscity,2,0.08,0.3,0.3,0.73,0.01,0.02,0.35,0.41,0.28,0.65,0.1,1,0.15,0.27,0.09,0.39,0.73,0.62,0.73,0.19,0.2,0.21,0.2,0.1,0.27,0.31,0.36,0.1,0.49,0.4,0.56,0.14,0.74,0.27,0.52,0.45,0.58,0.23,0.59,0.48,0.54,0.58,0.41,0.31,0.38,0.31,0.42,0.34,0.4,0.08,0.5,0.03,0.11,0.11,0.11,0.12,0.05,0.04,0.04,0.04,0.86,0.06,0.2,0.16,0.32,0.4,0.26,0.5,0.07,0.52,0.5,0.14,0.62,0.46,0.87,0.7,0.06,0.42,0.14,0.07,0.06,0.05,0.16,0.17,0.17,0.17,0.75,0.24,0.68,0.1,0,0.19,0.8,0.74,0.92,0.9,0.02,0.25,0.97,0.27,0.03,0.22,0.3,0.25,0.7,0.94,0.08,0.02,0,0.07,0.04,0.5,0.39,0.04,0.37,0.17,0.04,0.02,0.62,0,0.66,0.16,0.3
37,?,?,Monroecity,2,0.01,0.47,0.78,0.36,0.03,0.02,0.47,0.55,0.37,0.4,0,0,0.19,0.56,0.14,0.26,0.51,0.46,0.26,0.21,0.2,0.3,0.17,0.08,0.23,0.27,0.34,0.02,0.44,0.5,0.61,0.22,0.37,0.54,0.73,0.27,0.81,0.28,0.59,0.48,0.61,0.63,0.55,0.27,0.22,0.31,0.32,0.63,0.69,0.03,0.91,0,0.31,0.23,0.41,0.45,0.01,0.01,0.01,0.01,0.97,0.03,0.39,0.36,0.5,0.43,0.58,0.3,0.28,0.48,0.5,0.02,0.75,0.35,0.3,0.39,0.6,0.86,0.22,0.1,0.11,0.13,0.2,0.24,0.24,0.28,0.51,0.28,0.47,0.01,0,0.01,0.79,0.48,0.68,0.69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.1,0.01,?,?,?,?,0,?,0.37
6,?,?,Sangercity,2,0.01,0.87,0,0.2,0.15,1,0.55,0.58,0.39,0.31,0,0,0.21,0.54,0.6,0.23,0.49,0.9,0.32,0.18,0.11,0.18,0.13,0.16,0.34,0.18,0.23,0.03,0.56,1,0.91,0.09,1,0.36,0.41,0.2,0.77,0.17,0.33,0.5,0.48,0.43,0.93,0.55,0.5,0.46,0.64,0.48,0.51,0.02,0.46,0.03,0.32,0.47,0.49,0.57,0.54,0.68,0.65,0.69,0,1,0.93,0.97,0.94,0.81,1,0.39,1,0.57,0,0,0.96,0.46,0.4,0.48,0.58,0.4,0.59,0.15,0.13,0.12,0.22,0.25,0.25,0.26,0.59,0.61,0.29,0,0,0.7,0.57,0.59,0.87,0.83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.31,0,?,?,?,?,0,?,0.31
39,35,9246,Brooklyncity,2,0,0.24,0.02,0.96,0.06,0.03,0.27,0.37,0.24,0.81,0.02,1,0.25,0.35,0.04,0.59,0.75,0.15,0.86,0.3,0.3,0.28,0.26,0,0.42,0.42,0.46,0.01,0.13,0.27,0.51,0.11,0.21,0.35,0.64,0.27,0.59,0.21,0.41,0.36,0.36,0.4,0.31,0.68,0.73,0.87,0.74,0.39,0.45,0,0.08,0.01,0.06,0.09,0.12,0.18,0.04,0.05,0.06,0.08,0.77,0.08,0.12,0.11,0.27,0.38,0.11,0.66,0.05,0.5,0.5,0,0.97,0.58,0,0.15,0.38,0.04,0.06,0.17,0.14,0.12,0.3,0.28,0.26,0.23,0.29,0.16,0.4,0,0,0.25,0.77,0.86,0.97,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.23,0.23,?,?,?,?,0,?,0.04
6,?,?,Ukiahcity,2,0.01,0.4,0.02,0.82,0.11,0.22,0.39,0.42,0.25,0.48,0,0,0.21,0.34,0.28,0.4,0.56,0.86,0.52,0.23,0.22,0.23,0.18,0.11,0.27,0.16,0.19,0.02,0.35,0.26,0.4,0.21,0.46,0.38,0.37,0.53,0.56,0.35,0.76,0.36,0.91,0.88,0.43,0.38,0.41,0.42,0.44,0.32,0.44,0.01,0.2,0.01,0.69,0.79,0.75,0.69,0.31,0.31,0.27,0.23,0.81,0.2,0.32,0.27,0.39,0.37,0.45,0.36,0.31,0.67,0,0.01,0.92,0.38,0.19,0.27,0.58,0.35,0.04,0.25,0.26,0.26,0.31,0.36,0.4,0.38,0.66,0.57,0.22,0.06,0.01,0.19,0.66,0.3,0.57,0.78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.26,0.02,?,?,?,?,0,?,0.18
21,?,?,Georgetowncity,2,0,0.48,0.18,0.85,0.04,0,0.66,0.65,0.54,0.4,0,0,0.18,0.51,0.77,0.32,0.49,0.49,0.3,0.22,0.19,0.19,0.2,0.15,0.38,0.13,0.32,0.02,0.45,0.54,0.56,0.21,0.24,0.5,0.52,0.41,0.56,0.25,0.45,0.43,0.6,0.56,0.4,0.5,0.53,0.62,0.33,0.54,0.55,0,0.21,0,0.74,0.54,0.44,0.63,0.04,0.02,0.02,0.02,0.96,0.02,0.11,0.11,0.4,0.43,0.39,0.45,0.09,0.51,0.5,0.02,0.72,0.44,0.45,0.43,0.6,0.72,0.29,0.12,0.11,0.11,0.14,0.2,0.21,0.18,0.41,0.28,0.22,0,0,0.02,0.83,0.41,0.5,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.21,0.01,?,?,?,?,0,?,0.48
40,?,?,Duncancity,2,0.02,0.32,0.08,0.84,0.03,0.06,0.37,0.35,0.2,0.67,0,0,0.19,0.25,0.43,0.45,0.68,0.35,0.52,0.22,0.23,0.24,0.14,0.14,0.14,0.11,0.14,0.04,0.49,0.4,0.47,0.28,0.46,0.26,0.27,0.39,0.39,0.42,0.47,0.15,0.5,0.51,0.35,0.67,0.67,0.69,0.72,0.31,0.35,0,0.09,0,0.47,0.46,0.39,0.47,0.08,0.07,0.05,0.06,0.94,0.07,0.12,0.12,0.33,0.3,0.42,0.62,0.09,0.48,0.5,0.07,0.42,0.64,0.17,0.83,0.42,0.55,0.3,0.03,0.04,0.07,0.07,0.12,0.13,0.14,0.45,0.19,0.42,0,0,0.07,0.69,0.59,0.72,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07,0.07,0.01,?,?,?,?,0,?,0.09
23,31,4860,Biddefordcity,2,0.02,0.41,0.01,0.98,0.05,0.01,0.45,0.56,0.4,0.49,0,0,0.28,0.52,0.26,0.43,0.53,0.43,0.48,0.3,0.25,0.23,0.26,0.17,0.16,0.1,0.39,0.02,0.3,0.66,0.58,0.15,0.39,0.52,0.69,0.34,0.66,0.22,0.43,0.45,0.44,0.45,0.4,0.55,0.59,0.5,0.59,0.65,0.71,0.01,0.2,0.01,0.17,0.22,0.23,0.21,0.06,0.06,0.06,0.05,0.38,0.09,0.12,0.12,0.4,0.49,0.35,0.39,0.07,0.55,0,0.06,0.49,0.36,0.17,0.79,0.06,0.3,0.26,0.25,0.25,0.26,0.31,0.34,0.36,0.33,0.46,0.66,0.29,0,0,0.14,0.81,0.62,0.77,0.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.09,0.06,0.07,?,?,?,?,0,?,0.07
48,?,?,Killeencity,2,0.09,0.48,0.59,0.36,0.35,0.26,0.56,0.83,0.61,0.08,0.1,1,0.18,0.82,0.11,0.24,0.12,0.2,0.47,0.15,0.15,0.19,0.21,0.16,0.14,0.22,0.26,0.08,0.38,0.17,0.23,0.22,0.64,0.59,0.1,0.44,0.33,0.31,0.49,0.23,0.53,0.53,0.51,0.66,0.63,0.72,0.62,0.44,0.39,0.03,0.32,0.04,0.34,0.38,0.46,0.46,0.2,0.2,0.22,0.2,0.69,0.1,0.23,0.23,0.53,0.62,0.5,0.27,0.37,0.6,0,0.17,0.49,0.27,0.13,0.34,0.77,0.6,0.1,0.11,0.1,0.08,0.22,0.23,0.26,0.24,0.44,0.61,0.37,0.01,0.01,0.25,0.25,0.17,0.1,0,0.01,0.11,0.98,0.14,0.01,0.08,0.2,0.11,0.32,0.83,0.04,0.16,0.49,0.19,0.08,0.36,0.26,0.08,0.19,0.01,0.05,0.01,0.71,0,1,0.08,0.27
6,?,?,Antiochcity,2,0.08,0.57,0.05,0.78,0.3,0.29,0.41,0.49,0.28,0.22,0.1,1,0.48,0.69,0.29,0.41,0.28,0.43,0.44,0.46,0.34,0.34,0.32,0.22,0.33,0.32,0.39,0.05,0.23,0.19,0.29,0.22,0.41,0.61,0.34,0.26,0.36,0.34,0.6,0.32,0.62,0.63,0.58,0.62,0.64,0.65,0.61,0.42,0.47,0.03,0.28,0.03,0.27,0.33,0.4,0.46,0.14,0.16,0.17,0.18,0.77,0.15,0.28,0.29,0.62,0.62,0.6,0.57,0.23,0.37,0.5,0.08,0.73,0.57,0.09,0.11,0.75,0.13,0.05,0.38,0.39,0.39,0.56,0.54,0.62,0.55,0.73,0.74,0.24,0.03,0.06,0.23,0.62,0.37,0.61,0.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05,0.27,0.12,?,?,?,?,0,?,0.3
4,?,?,Nogalescity,2,0.02,0.98,0.01,0.54,0.02,1,0.65,0.58,0.38,0.28,0,0,0.11,0.58,0.31,0.08,0.45,0.64,0.18,0.1,0.09,0.11,0.11,0.36,0.22,0.17,0.23,0.05,0.83,1,0.92,0.11,0.96,0.3,0.22,0.14,0.5,0.25,0.25,0.48,0.47,0.4,1,0.58,0.54,0.76,0.51,0.21,0.1,0.02,0.42,0.06,0.38,0.43,0.43,0.44,1,1,1,1,0,1,1,1,1,1,0.98,0.49,1,0.58,0,0.01,0.83,0.5,0.21,0.42,0.67,0.75,0.52,0.14,0.12,0.13,0.12,0.18,0.2,0.18,0.84,0.59,0.42,0.01,0.02,1,0.38,0.61,0.73,0.63,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.06,0.08,0.03,?,?,?,?,0,?,0.34
19,123,93218,Oskaloosacity,2,0,0.33,0.01,0.97,0.08,0.01,0.45,0.45,0.33,0.64,0,0,0.16,0.43,0.87,0.51,0.68,0.48,0.3,0.2,0.2,0.19,0.27,0.16,0.12,0.19,0.14,0.01,0.43,0.49,0.42,0.24,0.42,0.38,0.63,0.46,0.69,0.36,0.46,0.33,0.42,0.46,0.35,0.6,0.65,0.35,0.61,0.59,0.61,0.01,0.23,0,0.14,0.4,0.33,0.28,0.01,0.03,0.02,0.02,0.97,0.02,0.15,0.13,0.31,0.34,0.26,0.6,0.04,0.55,0,0.01,0.75,0.58,0.13,0.48,0.29,0.39,0.24,0.03,0.03,0.04,0.09,0.12,0.13,0.12,0.4,0.2,0.42,0,0,0.03,0.89,0.58,0.66,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.16,0.02,?,?,?,?,0,?,0.07
47,?,?,Hendersonvillecity,2,0.04,0.52,0.05,0.95,0.03,0.01,0.47,0.49,0.31,0.24,0.05,1,0.44,0.78,0.39,0.49,0.25,0.08,0.37,0.41,0.37,0.36,0.36,0.2,0.22,0.23,0.32,0.01,0.1,0.18,0.27,0.33,0.18,0.71,0.32,0.35,0.31,0.5,0.39,0.25,0.49,0.46,0.49,0.78,0.78,0.82,0.76,0.7,0.66,0,0.07,0,0.48,0.59,0.51,0.68,0.06,0.07,0.05,0.06,0.96,0.02,0.12,0.14,0.55,0.59,0.42,0.72,0.05,0.27,0.5,0.05,0.67,0.68,0.07,0.4,0.75,0.16,0,0.19,0.18,0.2,0.37,0.34,0.37,0.38,0.43,0.45,0.25,0,0,0.05,0.54,0.42,0.39,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.06,0.12,0.06,?,?,?,?,0,?,0.17
34,15,26340,Glassboroborough,2,0.01,0.68,0.36,0.68,0.09,0.05,0.81,0.82,0.79,0.33,0.02,1,0.37,0.58,0,0.37,0.47,0.36,0.62,0.38,0.26,0.28,0.21,0.65,0.18,0.3,0.31,0.02,0.37,0.29,0.41,0.34,0.53,0.45,0.35,0.56,0.37,0.42,0.35,0.76,0.35,0.36,0.54,0.52,0.49,0.67,0.4,0.36,0.48,0.01,0.5,0,0.25,0.52,0.47,0.43,0.07,0.13,0.1,0.09,0.89,0.06,0.33,0.32,0.53,0.6,0.43,0.54,0.13,0.44,0.5,0.02,0.69,0.5,0.18,0.27,0.48,0.21,0.22,0.23,0.21,0.21,0.28,0.37,0.38,0.35,0.49,0.47,0.51,0,0,0.11,0.57,0.44,0.4,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.14,0.14,?,?,?,?,0,?,0.17
6,?,?,SanGabrielcity,2,0.04,0.64,0.02,0.2,1,0.67,0.4,0.53,0.35,0.42,0.06,1,0.35,0.55,0.17,0.41,0.39,0.56,0.36,0.33,0.29,0.4,0.29,0.26,0.25,0.3,0.37,0.05,0.4,0.51,0.5,0.34,0.38,0.45,0.36,0.35,0.38,0.38,0.38,0.56,0.47,0.45,0.73,0.59,0.59,0.56,0.67,0.36,0.3,0.02,0.29,0.11,0.48,0.53,0.62,0.69,1,1,1,1,0,1,0.7,0.65,0.68,0.63,0.73,0.32,0.97,0.76,0,0.03,0.86,0.36,0.15,0.29,0.31,0.12,0.26,0.6,0.68,0.72,0.61,0.6,0.67,0.59,0.71,0.73,0.19,0,0,1,0.37,0.42,0.73,0.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.75,0.27,?,?,?,?,0,?,0.34
39,113,36610,HuberHeightscity,2,0.05,0.55,0.13,0.86,0.11,0.03,0.44,0.52,0.3,0.16,0.06,1,0.43,0.82,0.1,0.5,0.23,0.17,0.63,0.39,0.31,0.3,0.43,0.46,0.23,0.22,0.46,0.01,0.1,0.14,0.26,0.28,0.25,0.71,0.46,0.3,0.4,0.39,0.41,0.29,0.48,0.46,0.53,0.76,0.77,0.86,0.74,0.62,0.62,0.01,0.11,0.01,0.47,0.62,0.59,0.58,0.08,0.09,0.08,0.07,0.94,0.04,0.18,0.2,0.6,0.57,0.63,0.64,0.06,0.16,0.5,0.04,0.79,0.66,0.05,0.14,0.65,0.05,0.16,0.14,0.12,0.11,0.38,0.39,0.42,0.45,0.25,0.22,0.22,0,0,0.07,0.57,0.52,0.62,0.52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.06,0.16,0.09,?,?,?,?,0,?,0.07
48,?,?,Hurstcity,2,0.04,0.43,0.05,0.9,0.07,0.09,0.39,0.46,0.29,0.27,0.05,1,0.43,0.76,0.33,0.51,0.31,0.14,0.41,0.43,0.39,0.39,0.22,0.25,0.26,0.28,0.34,0.02,0.19,0.11,0.22,0.35,0.32,0.68,0.4,0.24,0.27,0.44,0.54,0.28,0.62,0.61,0.41,0.67,0.67,0.69,0.68,0.64,0.66,0.01,0.11,0.01,0.36,0.49,0.48,0.58,0.09,0.11,0.1,0.11,0.9,0.06,0.14,0.15,0.46,0.48,0.45,0.55,0.14,0.37,0.5,0.05,0.71,0.55,0.01,0.37,0.65,0.24,0.12,0.17,0.17,0.17,0.32,0.31,0.35,0.31,0.37,0.27,0.24,0,0,0.11,0.56,0.47,0.61,0.64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.28,0.01,?,?,?,?,0,?,0.35
34,39,79040,Westfieldtown,2,0.03,0.52,0.09,0.87,0.22,0.04,0.33,0.34,0.2,0.43,0.05,1,0.91,0.67,0.44,0.85,0.42,0.06,0.45,0.93,0.88,0.89,0.46,0.71,0.52,0.35,0.7,0,0.03,0.13,0.13,0.88,0.13,0.63,0.33,0.63,0.11,0.86,0.14,0.35,0.19,0.17,0.51,0.92,0.92,0.97,0.83,0.32,0.44,0,0.04,0.02,0.4,0.43,0.49,0.44,0.26,0.24,0.25,0.21,0.81,0.08,0.16,0.18,0.56,0.6,0.29,0.84,0.03,0.18,0.5,0.01,0.92,0.8,0.05,0.53,0.15,0.01,0.07,0.67,0.69,0.76,0.65,0.77,0.93,0.77,0.37,0.51,0.51,0,0,0.27,0.5,0.8,0.7,0.65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.36,0.65,?,?,?,?,0,?,0.04
34,1,2080,AtlanticCitycity,2,0.04,0.31,1,0.01,0.24,0.28,0.34,0.47,0.31,0.62,0.06,1,0.14,0.33,0.17,0.21,0.66,0.73,0.42,0.21,0.23,0.37,0.26,0.04,0.3,0.2,0.24,0.08,0.66,0.55,0.74,0.13,0.65,0.37,0.06,0.16,0.24,0.18,0.88,0.81,0.81,0.88,0.49,0,0,0,0,0.54,0.54,0.13,1,0.03,0.31,0.39,0.51,0.57,0.22,0.24,0.28,0.29,0.6,0.36,0.5,0.33,0.29,0.32,0.34,0.09,0.4,0.76,0,0.31,0,0.12,1,0.74,0.33,0.69,0.56,0.14,0.14,0.15,0.18,0.33,0.41,0.3,0.6,0.35,0.79,0.35,0.05,0.29,0.48,0.58,0.7,0.61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.28,1,?,?,?,?,0,?,1
48,?,?,Palestinecity,2,0.01,0.48,0.46,0.53,0.02,0.17,0.45,0.46,0.29,0.51,0,0,0.16,0.4,0.42,0.28,0.58,0.45,0.32,0.19,0.17,0.22,0.15,0.04,0.32,0.16,0.18,0.03,0.58,0.42,0.5,0.21,0.43,0.38,0.19,0.4,0.44,0.32,0.52,0.28,0.57,0.58,0.54,0.49,0.49,0.48,0.46,0.51,0.61,0.01,0.26,0,0.39,0.43,0.53,0.61,0.1,0.09,0.1,0.11,0.86,0.11,0.34,0.32,0.49,0.43,0.59,0.52,0.25,0.53,0.5,0.06,0.41,0.56,0.14,0.65,0.63,0.73,0.72,0.05,0.05,0.05,0.16,0.2,0.22,0.22,0.55,0.3,0.61,0,0,0.1,0.85,0.49,0.65,0.86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05,0.09,0.01,?,?,?,?,0,?,0.48
42,45,33144,Haverfordtownship,2,0.06,0.52,0.04,0.95,0.11,0.01,0.37,0.39,0.29,0.58,0.08,1,0.6,0.58,0.27,0.84,0.61,0.09,0.64,0.6,0.53,0.52,0.49,0.27,0.28,0.15,0.42,0.01,0.07,0.15,0.2,0.61,0.12,0.54,0.21,0.75,0.16,0.7,0.13,0.46,0.19,0.17,0.53,0.9,0.92,0.98,0.85,0.38,0.42,0.01,0.06,0.02,0.24,0.23,0.26,0.27,0.11,0.09,0.09,0.09,0.85,0.06,0.28,0.28,0.54,0.56,0.25,0.89,0.03,0.13,0.5,0.02,0.92,0.86,0.03,0.44,0.17,0.02,0.04,0.39,0.37,0.33,0.52,0.52,0.73,0.54,0.53,0.42,0.43,0.06,0,0.19,0.8,0.84,0.71,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.42,0.5,?,?,?,?,0,?,0.03
